GenProtEC: MultiFun assignments for E. coli modules
August 28th, 2007

Bnum	MultiFun class
b2053	5.5.5
b2053	6.3
b2053	6.7
b2053	7.1
b2054	1.6.2
b2055	1.6.2
b2056	1.6.2
b2056	6.1
b2056	8.1
b2057	1.6.2
b2058	1.6.2
b2059	1.6.2
b2060	1.6.2
b2060	2.3.3
b2060	3.1.3.2
b2060	4.8.A.3
b2060	7.3
b2061	1.6.2
b2062	1.6.2
b2062	4.9.B
b2062	7.4
b2063_1	6.1
b2063_2	6.1
b2064	1.6.3
b2064	6.3
b2065	1.7.15
b2066	1.7.33.4
b2067	2.3.3
b2067	6.1
b2068	2.1.4
b2068	7.1
b2069	2.3.4
b2074	5.6.4
b2074	6.1
b2074	7.3
b2075	4.2.A.6
b2075	4.S.126
b2075	5.6.4
b2075	6.1
b2075	7.4
b2076	4.2.A.6
b2076	4.S.126
b2076	5.6.4
b2076	6.1
b2076	7.4
b2077	4.2.A.1
b2077	4.S.126
b2077	5.6.4
b2077	6.1
b2077	7.3
b2078	2.3.3
b2078	3.1.2.4.3
b2078	3.1.3.2
b2078	6.1
b2078	7.3
b2079	2.2.2
b2079	3.1.2.2
b2079	3.1.2.4.3
b2079	7.1
b2081	1.2.3
b2082	8.1
b2083	8.1
b2087	1.1.1
b2087	2.2.2
b2087	3.1.2.3
b2087	3.3.1
b2087	7.1
b2088	8.3
b2089	8.3
b2090	1.1.1
b2090	2.2.2
b2090	3.1.2.3
b2090	3.3.1
b2090	7.1
b2091	1.1.1.12
b2092	1.1.1
b2092	4.4.A.5
b2092	4.S.65
b2092	6.1
b2092	7.3
b2093	1.1.1
b2093	4.4.A.5
b2093	4.S.65
b2093	7.1
b2094	1.1.1
b2094	4.4.A.5
b2094	4.S.65
b2094	7.1
b2095	1.1.1.12
b2096	1.1.1.12
b2097	1.1.1.17
b2097	1.1.1.21
b2097	1.3.1
b2097	1.7.8
b2098	4.2.A.1
b2098	6.1
b2098	7.3
b2100	1.7.1
b2101	2.2.2
b2101	3.1.2.3
b2103	1.5.3.8
b2104	1.5.3.8
b2106	6.1
b2109	6.1
b2109	7.4
b2110	2.3.4
b2110	7.2
b2111	6.5
b2114	2.3.1
b2114	7.1
b2115	1.5.3.4
b2115	10
b2115	2.2.2
b2115	3.1.2.3
b2115	3.3.1
b2115	7.1
b2116	1.5.3.4
b2116	10
b2116	2.2.2
b2116	3.1.2.3
b2116	3.3.1
b2116	7.1
b2117	1.5.3.4
b2117	10
b2117	2.2.2
b2117	3.1.2.3
b2117	3.3.1
b2117	7.1
b2118	3.1.4
b2119	4.3.A.1.a
b2123	6.1
b2125	3.1.4
b2126	2.3.3
b2126	3.1.2.4.3
b2126	3.1.3.2
b2126	6.1
b2127	2.2.2
b2127	3.1.2.4
b2127	3.3.2
b2128	4.3.A.1.m
b2128	4.S.79
b2128	6.1
b2128	7.3
b2129	4.3.A.1.a
b2129	4.S.79
b2129	7.1
b2130	4.3.A.1.m
b2130	4.S.79
b2130	6.1
b2130	7.3
b2131	4.3.A.1.p
b2131	4.S.79
b2131	7.2
b2132	1.1.1
b2132	7.2
b2133	1.3.6
b2133	1.4.1
b2133	7.1
b2134	1.6.7
b2134	5.1
b2134	5.6.4
b2134	6.2
b2134	7.2
b2135	4
b2135	6.1
b2136	6.1
b2138	6.1
b2138	7.4
b2140	2.2.5
b2141	4
b2141	6.1
b2142	4.9.B
b2142	6.1
b2143	1.1.5.6
b2143	1.7.33.3
b2143	1.7.33.4
b2144	4.9.B
b2144	5.6.4
b2146	1.7.1
b2147	1.7.1
b2148	1.1.1
b2148	4.3.A.1.m
b2148	4.S.119
b2148	6.1
b2148	7.3
b2149_1	1.1.1
b2149_1	4.3.A.1.a
b2149_1	4.S.119
b2149_1	7.1
b2149_2	1.1.1
b2149_2	4.3.A.1.a
b2149_2	4.S.119
b2149_2	7.1
b2150	1.1.1
b2150	2.3.4
b2150	4.3.A.1.p
b2150	4.S.119
b2150	7.2
b2151	1.1.1
b2151	2.2.2
b2151	3.1.2.3
b2151	3.3.1
b2151	7.1
b2153	1.5.3.2
b2154	1.1.5.7
b2155	4.9.A
b2155	5.5.7
b2155	6.1
b2155	7.4
b2155	8.4
b2156	1.5.1.7
b2156	4.2.A.3
b2156	4.S.111
b2156	6.1
b2156	7.3
b2157	2.2.2
b2157	3.1.2.2
b2157	3.1.2.3
b2159	1.2.2
b2159	2.1.5
b2159	5.6.1
b2160	1.7.1
b2161	4.2.A.41
b2161	6.1
b2161	7.3
b2162	1.7.33
b2162	10
b2163	3.1.2
b2164	4.2.A.41
b2164	6.1
b2164	7.3
b2166	1.7.1
b2167_1	1.1.1
b2167_1	4.4.A.2
b2167_1	4.S.63
b2167_1	6.1
b2167_1	7.3
b2167_2	1.1.1
b2167_2	4.4.A.2
b2167_2	4.S.63
b2167_2	6.1
b2167_2	7.3
b2168	1.1.1
b2169_1	1.1.1
b2169_1	4.4.A.2
b2169_1	4.S.63
b2169_1	7.1
b2169_2	1.1.1
b2169_2	4.4.A.2
b2169_2	4.S.63
b2169_2	7.1
b2170	1.1.1
b2170	4.2.A.1
b2170	4.S.84
b2170	6.1
b2170	7.3
b2171	2.3.2
b2172	1.7.1
b2174	4
b2174	6.1
b2175	6.1
b2175	7.3
b2176	8.1
b2177	4.3.A.1.p
b2177	4.S.148
b2177	7.2
b2178	4.3.A.1.m
b2178	4.S.148
b2178	6.1
b2178	7.3
b2179	4.3.A.1.m
b2179	4.S.148
b2179	6.1
b2179	7.3
b2180_1	4.3.A.1.a
b2180_1	4.S.148
b2180_1	7.1
b2180_2	4.3.A.1.a
b2180_2	4.S.148
b2180_2	7.1
b2182	4.2.A.1
b2182	4.S.127
b2182	5.6.4
b2182	6.1
b2182	7.3
b2183	2.2.3
b2183	6.6
b2183	7.1
b2185	2.3.2
b2185	2.3.8
b2185	6.6
b2185	7.1
b2186	2.3.7
b2186	7.1
b2189	2.2.5
b2189	7.1
b2190	6.1
b2190	7.4
b2192	8.3
b2193	1.3.7
b2193	2.2.2
b2193	3.1.2.2
b2193	3.1.2.3
b2193	3.1.2.4.3
b2193	3.3.2
b2193	7.1
b2194	1.6.15.1
b2194	2.3.4
b2194	7.2
b2195	1.6.15.1
b2195	1.6.15.2
b2195	2.3.4
b2195	7.2
b2196	1.6.15.1
b2196	7.2
b2197	1.6.15.1
b2197	2.3.4
b2197	7.2
b2198	1.6.15.1
b2198	2.3.4
b2198	6.1
b2198	7.3
b2199	1.6.15.1
b2199	2.3.4
b2199	6.1
b2199	7.3
b2200	1.6.15.1
b2200	2.3.4
b2200	4.3.A.1.m
b2200	4.S.85
b2200	6.1
b2200	7.3
b2201	1.5.3.12
b2201	1.6.15.1
b2201	2.3.4
b2201	4.3.A.1.a
b2201	4.S.85
b2201	7.1
b2202	1.3.7
b2202	1.4.2
b2202	1.6.15.1
b2202	7.2
b2203	1.3.7
b2203	1.4.2
b2203	1.6.15.1
b2203	7.2
b2204	1.3.7
b2204	1.4.2
b2204	1.4.3
b2204	6.1
b2205	1.3.7
b2205	1.4.2
b2205	1.4.3
b2206	1.3.7
b2206	1.4.2
b2206	7.2
b2207	1.3.7
b2207	2.3.3
b2207	7.2
b2208	1.3.7
b2208	1.4.3
b2209	1.2.3
b2209	3.1.3.3
b2209	7.2
b2210	1.3.4
b2210	7.3
b2211_1	4.3.A.1.m
b2211_1	6.1
b2211_1	7.3
b2211_2	4.3.A.1.a
b2211_2	7.1
b2212	2.1.4
b2212	7.1
b2213_1	2.1.4
b2213_1	2.2.2
b2213_1	3.1.2.2
b2213_1	3.1.2.3
b2213_1	3.3.1
b2213_1	7.1
b2213_2	2.1.4
b2213_2	7.1
b2214	1.5.3.8
b2215	4.1.B.1
b2215	4.S.92
b2215	6.1
b2215	7.4
b2216	2.3.3
b2216	3.1.2.4.3
b2216	3.1.3.2
b2217	1.6.2
b2217	2.2.2
b2217	3.1.2.2
b2217	3.1.2.3
b2217	3.1.2.4.3
b2217	3.3.1
b2217	6.3
b2217	6.7
b2217	7.1
b2218_1	1.6.2
b2218_1	2.3.3
b2218_1	3.1.2.4.3
b2218_1	3.1.3.2
b2218_1	5.12
b2218_1	6.1
b2218_1	6.3
b2218_1	6.7
b2218_1	7.3
b2218_2	1.6.2
b2218_2	2.2.2
b2218_2	3.1.2.4.3
b2218_2	5.12
b2218_2	6.1
b2218_2	6.3
b2218_2	6.7
b2218_2	7.3
b2219	1.1.2
b2219	2.3.3
b2219	3.1.2.4.3
b2219	3.1.3.2
b2219	6.1
b2219	7.3
b2220_1	1.1.2
b2220_1	1.7.14
b2220_1	2.2.2
b2220_1	3.1.2.2
b2220_1	3.1.2.4.3
b2220_1	3.3.1
b2220_1	7.1
b2220_2	1.1.2
b2220_2	1.7.14
b2220_2	2.2.2
b2220_2	3.1.2.1
b2220_2	3.1.2.4.3
b2220_2	7.1
b2221	1.1.2.7
b2222	1.1.2.7
b2223	1.1.2
b2223	4.9.A.13
b2223	4.S.52
b2223	6.1
b2223	7.3
b2224	1.1.2.7
b2228	6.1
b2231	2.1.1
b2231	2.2.2
b2231	3.1.1.1
b2231	7.1
b2232	1.3.6
b2232	1.5.3.11
b2232	6.1
b2232	7.3
b2234	1.5.2.1
b2234	1.7.15
b2235	1.5.2.1
b2235	1.7.15
b2239	1.7.6.1
b2239	7.2
b2240	1.3.6
b2240	1.3.7
b2240	1.5.4
b2240	1.7.6
b2240	4.2.A.1
b2240	4.S.78
b2240	6.1
b2240	7.3
b2241	1.3.7
b2241	1.4.1
b2241	1.7.6.1
b2241	6.1
b2241	7.3
b2242	1.3.7
b2242	1.4.1
b2242	1.7.6.1
b2242	6.1
b2242	7.3
b2243	1.3.7
b2243	1.4.1
b2243	1.7.6.1
b2243	6.1
b2243	7.3
b2244	8.3
b2245	1.7.1
b2246	4.2.A.1
b2246	6.1
b2246	7.3
b2248	2.2.2
b2248	3.1.2
b2250	6.1
b2250	7.4
b2252	5.6
b2253	3.1.4
b2257	5.10
b2257	6.1
b2257	7.3
b2258	6.1
b2259	4.9.B
b2259	4.S.156
b2259	5.6.4
b2260	1.3.7
b2260	1.5.3.11
b2261	1.3.7
b2261	1.5.3.11
b2262	1.3.7
b2262	1.5.3.11
b2264	1.3.7
b2264	1.5.3.11
b2265	1.3.7
b2265	1.5.3.11
b2276	1.3.6
b2276	1.3.7
b2276	1.4.1
b2276	4.3.D.1
b2276	4.S.130
b2276	6.1
b2276	7.3
b2277	1.3.6
b2277	1.3.7
b2277	1.4.1
b2277	4.3.D.1
b2277	4.S.130
b2277	6.1
b2277	7.3
b2278	1.3.6
b2278	1.3.7
b2278	1.4.1
b2278	4.3.D.1
b2278	4.S.130
b2278	6.1
b2278	7.3
b2279	1.3.6
b2279	1.3.7
b2279	1.4.1
b2279	4.3.D.1
b2279	4.S.130
b2279	6.1
b2279	7.3
b2280	1.3.6
b2280	1.3.7
b2280	1.4.1
b2280	4.3.D.1
b2280	4.S.130
b2280	6.1
b2280	7.3
b2281	1.3.6
b2281	1.3.7
b2281	1.4.1
b2281	4.3.D.1
b2281	4.S.130
b2281	7.1
b2282	1.3.6
b2282	1.3.7
b2282	1.4.1
b2282	4.3.D.1
b2282	4.S.130
b2282	6.1
b2282	7.3
b2283	1.3.6
b2283	1.3.7
b2283	1.4.1
b2283	4.3.D.1
b2283	4.S.130
b2283	7.1
b2284	1.3.6
b2284	1.3.7
b2284	1.4.1
b2284	4.3.D.1
b2284	4.S.130
b2284	7.1
b2285	1.3.6
b2285	1.3.7
b2285	1.4.1
b2285	4.3.D.1
b2285	4.S.130
b2285	7.1
b2286	1.3.6
b2286	1.3.7
b2286	1.4.1
b2286	4.3.D.1
b2286	4.S.130
b2286	7.1
b2287	1.3.6
b2287	1.3.7
b2287	1.4.1
b2287	4.3.D.1
b2287	4.S.130
b2287	7.1
b2288	1.3.6
b2288	1.3.7
b2288	1.4.1
b2288	4.3.D.1
b2288	4.S.130
b2288	6.1
b2288	7.3
b2289	1.3.6
b2289	2.2.2
b2289	3.1.2.3
b2289	3.3.1
b2289	7.1
b2290	1
b2292	4.9.B
b2292	6.1
b2296	1.1.3.7
b2296	1.3.5
b2296	1.7.28
b2296	1.7.29
b2296	7.1
b2297	1.1.3.7
b2297	1.3.5
b2297	1.7.28
b2297	1.7.29
b2297	1.7.35
b2298	6.1
b2300	1.7.1
b2301	1.7.1
b2302	1.7.1
b2303	1.7.1
b2304	5.1
b2305	8.3
b2306	1.1.3
b2306	1.5.1.16
b2306	1.5.1.3
b2306	1.5.1.7
b2306	4.3.A.1.a
b2306	4.S.89
b2306	7.1
b2307	1.5.1.3
b2307	1.5.1.7
b2307	4.3.A.1.m
b2307	4.S.89
b2307	6.1
b2307	7.3
b2308	1.5.1.3
b2308	1.5.1.7
b2308	4.3.A.1.m
b2308	4.S.89
b2308	6.1
b2308	7.3
b2309	1.5.1.13
b2309	1.5.1.16
b2309	4.3.A.1.p
b2309	4.S.88
b2309	7.2
b2310	1.5.1.3
b2310	1.5.1.7
b2310	4.3.A.1.p
b2310	4.S.112
b2310	7.2
b2311	1.3.6
b2311	1.5.3.11
b2312	1.5.2.1
b2312	7.1
b2313	6.1
b2313	7.3
b2313	8.4
b2315	1.5.3.2
b2315	1.5.3.24
b2315	1.7.17
b2316	1.5.4.3
b2316	7.1
b2317	6.1
b2318	2.3.1
b2318	7.1
b2319	1.7.1
b2320	1.5.3.6
b2321	5.1
b2322	4.2.A.1
b2322	6.1
b2322	7.3
b2323	1.5.4.1
b2323	1.5.4.2
b2323	1.5.4.3
b2323	7.1
b2327	6.1
b2328	1.6.7
b2328	5.6.4
b2328	6.2
b2329	1.5.1.20
b2330	2.3.2
b2330	2.3.3
b2330	7.1
b2331	8.1
b2333	6.5
b2334	6.5
b2335	6.5
b2336	2.3.4
b2336	7.2
b2337	6.1
b2337	7.4
b2338	6.1
b2338	7.4
b2339	6.5
b2340	2.3.3
b2340	3.1.2.4.3
b2340	3.1.3.2
b2341_1	1.1.2.4
b2341_2	1.1.2.4
b2342	1.1.2.4
b2342	1.7.1
b2344	1.1.2
b2344	4.1.B.9
b2344	4.S.52
b2344	6.1
b2344	7.4
b2344	8.1
b2345	2.1
b2346	6.1
b2346	7.3
b2347	4.9.B
b2347	6.1
b2348	2.2.5
b2348	7.1
b2349	8.1
b2350	6.1
b2350	8.1
b2351	8.1
b2352	6.1
b2352	8.1
b2353	8.1
b2354	8.1
b2355	8.1
b2356	8.1
b2357	8.1
b2358	8.1
b2359	8.1
b2360	8.1
b2361	8.1
b2362	8.1
b2363	8.1
b2364	1.1.3
b2364	2.2.2
b2364	3.1.2.2
b2364	3.3.1
b2364	7.1
b2365	4.2.A.8
b2365	6.1
b2365	7.3
b2366	1.1.3
b2366	7.1
b2367	4.2.A.1
b2367	4.S.126
b2367	5.6.4
b2367	6.1
b2367	7.3
b2368	5.6.4
b2369	2.2.2
b2369	3.1.2.2
b2369	3.1.2.4.3
b2369	5.6.4
b2369	7.1
b2370_1	2.3.3
b2370_1	3.1.2.4.3
b2370_1	3.1.3.2
b2370_1	5.6.4
b2370_1	6.1
b2370_1	7.3
b2370_2	2.2.2
b2370_2	3.1.2.4.3
b2370_2	5.6.4
b2370_2	6.1
b2370_2	7.3
b2371	1.7.1
b2372	4.2.A.69
b2372	6.1
b2373	1.7.1
b2374	1.7.1
b2378	1.6.3.3
b2378	5.5.2
b2378	6.1
b2378	6.3
b2378	7.3
b2379	3.1.4
b2380	3.1.4
b2380	6.1
b2381	2.2.2
b2381	3.1.2.4.3
b2382	2.2.2
b2382	3.1.2.2
b2383_1	4.4.A
b2383_2	4.4.A
b2383_3	4.4.A
b2385	1.2.3
b2386	1.1.1
b2386	4.4.A.2
b2386	4.S.63
b2386	6.1
b2387	4.4.A
b2388	1.1.1.18
b2388	1.1.1.27
b2388	1.7.9
b2388	7.1
b2389	6.1
b2392	4.2.A.55
b2392	4.S.123
b2392	5.6.2
b2392	6.1
b2392	7.3
b2393	1.7.33
b2393	4.2.A.41
b2393	4.S.146
b2393	6.1
b2393	7.3
b2394	8.3
b2395	6.1
b2396	2.2.5
b2396	7.1
b2397	2.2.5
b2397	7.1
b2398	3.1.4
b2399	3.1.4
b2400	1.5.3.12
b2400	2.3.1
b2400	7.1
b2401	2.2.5
b2401	7.1
b2402	2.2.5
b2402	7.1
b2403	2.2.5
b2403	7.1
b2404	2.2.5
b2404	7.1
b2405	1.7.33
b2405	2.2.2
b2405	3.1.2.2
b2405	3.3.1
b2405	7.1
b2406	1.1.1
b2406	4.2.A.1
b2406	4.S.189
b2406	6.1
b2406	7.3
b2407	1.7.33.2
b2409	2.2.2
b2409	3.1.2.2
b2409	3.1.2.3
b2410	6.1
b2411	2.1.4
b2411	7.1
b2412	5.1
b2412	6.1
b2412	7.3
b2413	1.8.2
b2413	6.1
b2413	7.3
b2414	1.5.1.12
b2414	7.1
b2415	1.1.1.18
b2415	4.8.A.8
b2415	4.S.173
b2416	1.1.1.18
b2416	4.8.A.7
b2416	4.S.173
b2417	1.1.1.18
b2417	4.4.A.2
b2417	4.S.45
b2417	7.1
b2418	1.7.27
b2421	1.5.1.12
b2422	1.8.2
b2422	4.3.A.1.a
b2422	4.S.179
b2422	5.6.4
b2422	7.1
b2423	1.8.2
b2423	4.3.A.1.m
b2423	4.S.178
b2423	6.1
b2423	7.3
b2424	1.8.2
b2424	4.3.A.1.m
b2424	4.S.178
b2424	6.1
b2424	7.3
b2425	1.8.2
b2425	4.3.A.1.p
b2425	4.S.178
b2425	7.2
b2428	1.7.34
b2429	1.1.1
b2429	4.4.A.1
b2429	4.S.197
b2429	6.1
b2429	7.3
b2430	1.1.1
b2433	6.1
b2435	1.6.7
b2435	5.1
b2435	6.2
b2436	1.5.3.12
b2436	7.1
b2437	1.1.4
b2437	2.2.2
b2437	3.1.2.2
b2438	1.1.4
b2439	1.1.4
b2440	1.1.4
b2441	1.1.4
b2442	8.1
b2443	8.1
b2444	8.1
b2445	8.1
b2446	8.1
b2447	8.1
b2448	8.1
b2449	8.1
b2450	8.1
b2451	1.1.4
b2451	3.1.3.3
b2452	1.1.4
b2452	4.9.B
b2452	6.1
b2452	7.3
b2453	1.1.4
b2453	6.1
b2454	1.1.4
b2454	2.3.4
b2455	1.1.4
b2456	5.6.2
b2457	5.6.2
b2458	1.1.4
b2459	1.1.4
b2460	1.1.4
b2461	1.1.4
b2462	1.1.4
b2463_1	1.7.8
b2463_2	1.7.8
b2464	1.7.3
b2465	1.1.1.22
b2465	1.1.5.6
b2465	1.7.3
b2465	1.7.33
b2469	1.3.7
b2469	2.3.3
b2469	3.1.2.4.3
b2469	3.1.3.2
b2469	6.1
b2469	7.3
b2470	4.2.A.6
b2470	4.S.126
b2470	5.6.4
b2470	6.1
b2470	7.3
b2472	1.5.1.7
b2474	1.7.1
b2476	1.5.2.1
b2476	7.1
b2477	6.1
b2477	7.3
b2478	1.5.1.7
b2478	7.1
b2479	1.1.3
b2479	1.7.17
b2479	2.2.2
b2479	3.1.2.3
b2479	3.3.1
b2479	7.1
b2480	5.6.2
b2480	7.1
b2481	1.3.7
b2482	1.3.7
b2482	6.1
b2482	7.3
b2483	1.3.7
b2483	6.1
b2483	7.3
b2484	1.3.7
b2484	6.1
b2484	7.3
b2485	1.3.7
b2485	6.1
b2485	7.3
b2486	1.3.7
b2486	6.1
b2486	7.3
b2487	1.3.7
b2488	1.3.7
b2489	1.3.7
b2490	2.3
b2491	1.3.7
b2491	2.2.2
b2491	3.1.2.2
b2491	3.3.1
b2491	7.1
b2492	4.2.A.44
b2492	4.S.59
b2492	6.1
b2492	7.3
b2493	4.9.B.22
b2493	6.1
b2493	7.3
b2495	5.6.2
b2496	2.1.1
b2497	1.7.33
b2497	4.2.A.40
b2497	4.S.185
b2497	6.1
b2497	7.3
b2498	1.7.33.4
b2499	1.5.2.1
b2499	7.1
b2500	1.5.2.1
b2500	1.5.3.2
b2500	7.1
b2501	1.8.1
b2502	1.8.1
b2505	7.4
b2506	6.1
b2506	7.3
b2507	1.5.2.1
b2507	7.1
b2508	1.5.2.1
b2508	7.1
b2509	1.2.2
b2509	2.1.4
b2509	2.1.5
b2509	7.1
b2510	1.6.15.1
b2512	2.3.3
b2514	2.3.1
b2514	7.1
b2515	1.5.3.19
b2517	3.1.3.3
b2518	1.5.2.1
b2518	1.5.2.2
b2518	1.7.15
b2518	1.7.33.4
b2518	7.2
b2519_1	1.6.7
b2519_1	6.2
b2519_2	1.6.7
b2519_2	6.2
b2521	1.8.2
b2522	1.8.2
b2523	1.2.3
b2524	2.3.4
b2525	1.4.3
b2526	2.3.4
b2526	7.1
b2527	2.3.4
b2528	1.7.19
b2528	2.3.4
b2529	2.3
b2530	1.5.1.25
b2530	2.3.3
b2531	1.6.15
b2531	2.3
b2531	3.1.2.3
b2531	3.3.1
b2533	2.2.2
b2533	3.1.3.2
b2533	7.1
b2536	4.2.A.1
b2536	4.S.4
b2536	6.1
b2536	7.3
b2537	1.1.1
b2537	2.2.2
b2537	3.1.2.2
b2537	3.1.2.3
b2537	3.3.1
b2537	7.1
b2538	1.1.2.2
b2539	1.1.2.2
b2540	1.1.2.2
b2541	1.1.2.2
b2542	1.1.2.2
b2543	6.1
b2546	4.3.A.1.m
b2546	4.S.173
b2546	6.1
b2546	7.3
b2547_1	4.3.A.1.a
b2547_1	4.S.173
b2547_1	7.1
b2547_2	4.3.A.1.a
b2547_2	4.S.173
b2547_2	7.1
b2548	4.3.A.1.p
b2548	4.S.173
b2548	7.2
b2550	3.1.2
b2551	1.5.1.10
b2551	1.5.3.24
b2551	1.7.17
b2551	7.1
b2552_1	1.7.1
b2552_2	1.7.1
b2553	1.5.1.2
b2553	2.2.2
b2553	3.1.3.3
b2553	7.1
b2554_1	2.2.2
b2554_1	3.1.2
b2554_1	3.1.2.1
b2554_1	3.1.2.4.3
b2554_2	2.2.2
b2554_2	3.1.2
b2554_2	3.1.2.1
b2554_2	3.1.2.4.3
b2556	2.3.3
b2556	3.1.2.4.3
b2556	3.1.3.2
b2557	1.5.2.1
b2557	7.1
b2558	4.9.B
b2558	7.2
b2559	2.2.5
b2561	4.3.A.1.m
b2561	6.1
b2561	7.3
b2562	1.4.3
b2563	1.5.4.3
b2563	7.1
b2564	1.5.3.6
b2564	7.1
b2565	2.1.3
b2565	2.1.4
b2565	7.1
b2566	5.2
b2567	1.2.1
b2567	2.2.4
b2568	2.3.5
b2568	4.S.160
b2568	6.1
b2568	7.3
b2569	2.3.2
b2570	2.2.2
b2570	3.1.2.1
b2570	5.5.3
b2570	5.5.6
b2570	6.1
b2570	7.3
b2571	2.2.2
b2571	3.1.2.1
b2571	5.5.3
b2571	5.5.6
b2571	7.1
b2572	2.2.2
b2572	3.1.2.1
b2572	5.5.2
b2572	5.5.6
b2572	7.1
b2573	2.2.2
b2573	3.1.2.1
b2573	3.3.3
b2573	5.5.2
b2573	5.5.6
b2573	7.1
b2574	1.5.3.7
b2576	2.2.3
b2576	6.6
b2576	7.1
b2577	2.2.2
b2577	3.1.2.2
b2577	3.1.2.3
b2578	4.2.A.76
b2578	4.S.39
b2578	4.S.O-acetylserine
b2578	6.1
b2578	7.3
b2579	1.3.7
b2580	2.1.4
b2580	7.1
b2581	2.2.3
b2581	7.1
b2582	1.6.15.2
b2584_1	1.7.1
b2584_2	1.7.1
b2585	1.6.1.2
b2585	6.1
b2585	7.3
b2587	1.1.1
b2587	4.2.A.1
b2587	4.S.11
b2587	6.1
b2587	7.3
b2588	2.2.6
b2588	2.3.2
b2588	6.6
b2588	7.1
b2589	2.2.6
b2589	2.3.2
b2589	6.6
b2589	7.1
b2590	2.2.5
b2590	7.1
b2591	2.2.6
b2591	2.3.2
b2591	6.6
b2591	7.1
b2592	1.2.3
b2592	2.3.4
b2592	7.1
b2594	2.2.3
b2594	7.1
b2595	6.1
b2597	2.3.2
b2597	6.6
b2598	1.5.1.13
b2599_1	1.5.1.13
b2599_1	1.5.1.14
b2599_1	7.1
b2599_2	1.5.1.13
b2599_2	1.5.1.14
b2599_2	7.1
b2600_1	1.5.1.13
b2600_1	1.5.1.14
b2600_1	7.1
b2600_2	1.5.1.13
b2600_2	1.5.1.14
b2600_2	7.1
b2601	1.5.1.14
b2601	1.5.1.20
b2605	6.1
b2605	7.4
b2606	2.3.2
b2606	2.3.8
b2606	6.6
b2606	7.1
b2607	2.2.3
b2607	7.1
b2608	2.2.3
b2609	2.3.2
b2609	2.3.8
b2609	6.6
b2609	7.1
b2610	4.3.A.5
b2610	4.S.160
b2611	6.1
b2612	6.1
b2613	6.1
b2614	2.3.4
b2614	5.1
b2614	7.1
b2614	8.1
b2615	1.7.44
b2616	2.1.3
b2616	2.1.4
b2616	5.8
b2616	7.1
b2617	6.1
b2617	7.3
b2621	2.2.6
b2621	2.3.6
b2621	6.6
b2621	7.1
b2622	8.1
b2623	8.1
b2624	2.2.2
b2624	3.1.2.2
b2624	8.1
b2625	8.1
b2626	8.1
b2627	8.1
b2628	8.1
b2629	8.1
b2630	8.1
b2631	8.1
b2632	8.1
b2633	8.1
b2634	8.1
b2635	8.1
b2636	8.1
b2637	8.1
b2638	8.1
b2639	6.1
b2639	8.1
b2640	8.1
b2641	8.1
b2642	6.1
b2642	8.1
b2643	8.1
b2644	8.1
b2645	8.1
b2646	8.1
b2647	6.1
b2647	7.4
b2648	9
b2652	2.2.5
b2652	7.1
b2661	1.7.31
b2661	1.7.32
b2662	1.7.31
b2662	1.7.32
b2663	1.1.1
b2663	4.2.A.3
b2663	4.S.67
b2663	6.1
b2663	7.3
b2664	2.2.2
b2664	3.1.2.3
b2666	4.9.B.28
b2669	2.3.4
b2669	2.3.7
b2669	3.1.4
b2669	7.1
b2670	6.1
b2673	1.6.15.2
b2675	1.5.2.1
b2675	1.7.15
b2675	7.1
b2676	1.5.2.1
b2676	1.7.15
b2676	7.1
b2677	1.5.1.4
b2677	4.3.A.1.a
b2677	4.S.80
b2677	7.1
b2678	1.5.1.4
b2678	4.3.A.1.m
b2678	4.S.80
b2678	6.1
b2678	7.3
b2679	1.1.1
b2679	1.5.1.10
b2679	1.5.1.4
b2679	1.7.18
b2679	4.3.A.1.p
b2679	4.S.80
b2679	5.5.1
b2679	7.2
b2680	5.6
b2681	6.1
b2682	4
b2682	4.S.12
b2682	6.1
b2683	4
b2684	2.2.2
b2684	3.1.2.3
b2684	3.3.1
b2684	5.6.4
b2684	7.1
b2684	8.2
b2685	4.2.A.1
b2685	4.S.126
b2685	5.6.4
b2685	6.1
b2685	7.3
b2686	4.2.A.1
b2686	4.S.126
b2686	5.6.4
b2686	6.1
b2686	7.3
b2687	3.1.2.4.4
b2688	1.5.3.10
b2689	6.1
b2691	2.2.5
b2691	7.1
b2692	2.2.5
b2692	7.1
b2693	2.2.5
b2693	7.1
b2694	2.2.5
b2694	7.1
b2695	2.2.5
b2695	7.1
b2696	1.1.1
b2696	1.3.1
b2696	1.6.9
b2696	1.7.8
b2696	2.2.4
b2696	3.1.3.1
b2696	3.3.4
b2696	5.3
b2696	7.1
b2697	2.3.1
b2697	7.1
b2698	3.1.4
b2698	5.8
b2699	2.1.3
b2699	2.1.4
b2699	2.3.6
b2699	3.1.3.4
b2699	5.8
b2699	7.1
b2701	1.6.7
b2701	5.1
b2701	6.2
b2701	7.4
b2702	1.1.1
b2702	4.4.A.4
b2702	4.S.68
b2703	1.1.1
b2703	4.4.A.4
b2703	4.S.68
b2703	6.1
b2704	1.1.1
b2704	4.4.A.4
b2704	4.S.68
b2705	1.1.1.17
b2706	1.1.1
b2706	3.1.4
b2707	1.1.1
b2707	2.2.2
b2707	3.1.2
b2707	3.3.1
b2707	7.1
b2708	1.6.3.3
b2708	3.1.4
b2708	6.7
b2709	2.2.2
b2709	3.1.2.2
